********************************************************************************
product = Open Liberty 22.0.0.1 (wlp-1.0.60.cl220120220103-1900)
wlp.install.dir = D:/Facultate/Java/demo/target/liberty/wlp/
java.home = C:\Program Files\Java\jdk-17.0.1
java.version = 17.0.1
java.runtime = Java(TM) SE Runtime Environment (17.0.1+12-LTS-39)
os = Windows 10 (10.0; amd64) (en_US)
process = 4620@DESKTOP-EQQIBCR
********************************************************************************
[1/19/22, 22:31:31:060 EET] 00000030 com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0017I: Web application removed (default_host): http://localhost:9080/
[1/19/22, 22:31:31:170 EET] 00000030 com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0009I: The application demo has stopped successfully.
[1/19/22, 22:31:31:177 EET] 00000030 com.ibm.ws.app.manager.AppMessageHelper                      I CWWKZ0018I: Starting application demo.
[1/19/22, 22:31:31:178 EET] 00000030 bm.ws.app.manager.war.internal.WARDeployedAppInfoFactoryImpl I CWWKZ0134I: The demo application is using the loose application definition at the D:\Facultate\Java\demo\target\liberty\wlp\usr\servers\demo\apps\demo.war.xml location.
[1/19/22, 22:31:31:259 EET] 0000002b com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at D:\Facultate\Java\demo\target\liberty\wlp\usr\servers\demo\logs\state\plugin-cfg.xml.
[1/19/22, 22:31:32:474 EET] 00000030 io.openliberty.microprofile.openapi20.ApplicationProcessor   I CWWKO1660I: The application demo was processed and an OpenAPI document was produced.
[1/19/22, 22:31:33:064 EET] 00000030 com.ibm.ws.webcontainer.osgi.webapp.WebGroup                 I SRVE0169I: Loading Web Module: demo.
[1/19/22, 22:31:33:064 EET] 00000030 com.ibm.ws.webcontainer                                      I SRVE0250I: Web Module demo has been bound to default_host.
[1/19/22, 22:31:33:064 EET] 00000030 com.ibm.ws.http.internal.VirtualHostImpl                     A CWWKT0016I: Web application available (default_host): http://localhost:9080/
[1/19/22, 22:31:33:065 EET] 0000002f com.ibm.ws.session.WASSessionCore                            I SESN0176I: A new session context will be created for application key default_host/
[1/19/22, 22:31:33:066 EET] 0000002f com.ibm.ws.util                                              I SESN0172I: The session manager is using the Java default SecureRandom implementation for session ID generation.
[1/19/22, 22:31:33:084 EET] 0000002f com.ibm.ws.app.manager.AppMessageHelper                      A CWWKZ0003I: The application demo updated in 1.907 seconds.
[1/19/22, 22:31:33:131 EET] 0000002a com.ibm.ws.webcontainer.osgi.mbeans.PluginGenerator          I SRVE9103I: A configuration file for a web server plugin was automatically generated for this server at D:\Facultate\Java\demo\target\liberty\wlp\usr\servers\demo\logs\state\plugin-cfg.xml.
[1/19/22, 22:31:33:645 EET] 00000039 com.ibm.ws.session.WASSessionCore                            W Detected JSESSIONID with invalid length; expected length of 23, found 24, setting: eba7bda93254b1fa6e17ee4c to null.
[1/19/22, 22:31:34:063 EET] 00000039 .apache.cxf.cxf.core.3.2:1.0.60.cl220120220103-1900(id=103)] I Setting the server's publish address to be /data/
[1/19/22, 22:31:34:258 EET] 00000039 com.ibm.ws.webcontainer.servlet                              I SRVE0242I: [demo] [/] [com.example.demo.DemoRestApplication]: Initialization successful.
